Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CRADD	7.69116945058914e-11	0.453835506383258	0.25	0.013	2.14575936501986e-06
ADAL	2.10189990751154e-10	0.47237507355346	0.25	0.014	5.86409055196645e-06
IPCEF1	8.6650524735269e-09	0.406893844761274	0.25	0.017	0.000241746298958927
SETD1B	7.59308785064153e-07	0.452447360792095	0.25	0.023	0.0211839557945048
NKRF	1.23306303459664e-06	0.461717496737893	0.25	0.024	0.0344012256022117
ST3GAL2	1.66170491008229e-06	0.495418444339845	0.25	0.025	0.0463599052863859
SNRK	2.62084884835336e-06	0.6159247747617	0.333	0.045	0.0731190620202103
UPP1	1.13541661649118e-05	0.438996666886269	0.25	0.028	0.316769881834873
CEP162	7.70553856257529e-05	0.468013360142733	0.25	0.035	1
PPM1K	7.78551508261176e-05	0.552073726931725	0.333	0.059	1
RARS2	8.79913081974896e-05	0.612648740285027	0.417	0.09	1
EZH1	0.000102022831426041	0.401547872177085	0.25	0.035	1
AK9	0.00010643369453668	0.435032134176732	0.25	0.036	1
AES	0.000198994553105131	0.525082500323717	0.333	0.064	1
CHFR	0.000207907078058626	0.402321141614746	0.25	0.038	1
ASF1A	0.000228041841645395	0.572244768255136	0.417	0.098	1
SH3PXD2A	0.000240260885902882	0.526497178751688	0.25	0.04	1
CDC23	0.000554583589203071	0.431890779712777	0.25	0.043	1
C6orf120	0.000668678598806781	0.541186772621625	0.25	0.045	1
KIAA1191	0.000794484599525912	0.452025915866489	0.25	0.046	1
CD2AP	0.000814534976817385	0.537874168548345	0.333	0.077	1
AIFM1	0.000854263371357094	0.499557746855639	0.333	0.077	1
TMEM165	0.00113910295508804	0.672502944955906	0.417	0.129	1
ZFP36L1	0.00130233292702814	0.572131006253319	0.333	0.082	1
IL2RG	0.00156025118936855	0.474087428954496	0.333	0.08	1
BLVRB	0.00173760501258705	0.45641952154976	0.333	0.08	1
TMEM57	0.0020488242979292	0.421776068521565	0.25	0.052	1
CDS2	0.00216066401867217	0.415029225097662	0.25	0.052	1
CBR4	0.00229531768573728	0.415933890177972	0.25	0.052	1
GNG7	0.00235409496229361	0.434363576836964	0.25	0.052	1
TUFM	0.0024142209837307	0.604188048982673	0.5	0.182	1
PRCP	0.00271182634577224	0.509658487622248	0.25	0.055	1
KLF3	0.00298101609776277	0.509149960373532	0.333	0.089	1
