Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD36	1.80935438680177e-111	0.848766048172314	0.928	0.55	5.04791780373825e-107
NPTX2	4.87878734117184e-84	0.73613131968116	0.399	0.072	1.36113288031353e-79
GUCY1A3	1.27595921596872e-83	0.89089791655998	0.636	0.223	3.55979861663112e-79
CD99	3.44892076391269e-83	0.718643836150204	0.863	0.52	9.62214403924002e-79
ANGPT1	3.11832255347601e-74	0.838063770804132	0.586	0.202	8.69980809194273e-70
GLIPR1	6.37815686605658e-53	0.623928468277992	0.735	0.436	1.77944198406112e-48
TCF4	1.94659536339292e-51	0.658338311307721	0.421	0.13	5.43080640432989e-47
TFPI	1.11416388327965e-49	0.605419656057773	0.33	0.082	3.10840581796188e-45
DUSP6	3.36997732854308e-43	0.551984025305448	0.757	0.514	9.40189974890235e-39
FAM30A	4.41519845907714e-41	0.628381206888249	0.545	0.263	1.23179621809793e-36
CD52	4.24900448054829e-32	0.315078005987224	0.885	0.795	1.18542976002817e-27
NEAT1	1.51731594292861e-27	0.461853436214917	0.698	0.516	4.23315974917654e-23
ITGA6	2.972692744618e-27	0.537034539462514	0.408	0.193	8.29351548820976e-23
PIM1	1.67788309334226e-26	0.514540880823759	0.461	0.247	4.68112604211557e-22
PTPRC	1.94735098666006e-23	0.316564262105071	0.804	0.691	5.43291451768291e-19
KLF6	5.88838418889418e-23	0.436295394214961	0.654	0.473	1.64280030485959e-18
SPINK2	1.32281190310452e-22	0.415501476159709	0.72	0.505	3.6905129284713e-18
CNST	4.45892007541103e-22	0.455347201054922	0.327	0.143	1.24399411183892e-17
MT-ND1	1.0111424521578e-19	0.314399072621433	0.76	0.635	2.82098632727504e-15
TSC22D3	1.05166216892346e-19	0.439870512777996	0.508	0.316	2.93403228507957e-15
JAML	1.24608444179891e-19	0.412443571260894	0.614	0.415	3.47645098417477e-15
ARL6IP5	2.78878786296284e-19	0.358397597996568	0.654	0.524	7.78043925888003e-15
KMT2A	1.38686678578602e-18	0.433891824173085	0.555	0.411	3.86921964566441e-14
HLA-E	1.80547290663991e-18	0.259701180907767	0.788	0.715	5.0370888622347e-14
IDS	3.32354267267441e-18	0.434993305592102	0.371	0.197	9.27235170249434e-14
FLJ32255	1.34958320115892e-17	0.422737343636256	0.302	0.143	3.76520217291328e-13
ATG4C	4.2889984820398e-17	0.405155170403183	0.302	0.147	1.19658768650428e-12
ANXA1	7.45405555860465e-17	0.289567082105148	0.804	0.676	2.07960696029511e-12
ALOX5	8.72886793448684e-17	0.401455788643313	0.293	0.14	2.43526686504248e-12
BCL11A	2.17808257794537e-16	0.41673237788485	0.455	0.297	6.0766325842098e-12
CDK6	2.94930943238572e-16	0.35917741779005	0.614	0.468	8.22827838541291e-12
HOPX	9.96877252528261e-16	0.373280163328968	0.259	0.115	2.7811878468286e-11
BMI1	2.60681295843132e-15	0.394718597439555	0.424	0.273	7.27274747272754e-11
MEF2C	5.49223128364277e-15	0.401255148334711	0.427	0.275	1.5322776058235e-10
TPM4	7.89727322075585e-14	0.307671954357847	0.607	0.508	2.20326025585867e-09
CD82	1.59733308061769e-13	0.362123325377295	0.327	0.184	4.4563995616153e-09
RAB37	5.06651887395507e-13	0.336288977336357	0.265	0.133	1.41350810064472e-08
