Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
IL7R	0	1.68457622467652	0.784	0.016	0
LEF1	3.25175086386639e-218	0.854561178501157	0.34	0.002	9.07205973510084e-214
CD3D	1.46282539388878e-132	0.971733025995595	0.454	0.02	4.0811365664103e-128
IL32	1.42275113799187e-91	0.828111257980856	0.371	0.02	3.96933339988353e-87
CD3E	4.22864507206735e-89	0.656858647063081	0.278	0.01	1.17974968865607e-84
CD3G	3.17243482618777e-79	0.709429111823602	0.289	0.014	8.85077592158126e-75
ETS1	3.3798892360054e-78	1.11018069844127	0.588	0.071	9.42955297953145e-74
SYNE2	1.49895075063488e-76	0.97627613762038	0.433	0.036	4.18192269919624e-72
RORA	3.11482117576308e-76	0.636534937556209	0.268	0.012	8.69003959826141e-72
TCF7	1.20870669685204e-71	0.74288304467218	0.33	0.022	3.3721708135475e-67
LINC00861	1.2475936193644e-61	0.594150229499113	0.258	0.015	3.48066143866474e-57
GIMAP7	4.55227576181036e-58	1.0467351796818	0.567	0.092	1.27003941478747e-53
PIK3IP1	9.77645800074896e-48	0.65089852414422	0.299	0.028	2.72753401762895e-43
LTB	2.63567513751146e-45	0.98417174787438	0.557	0.11	7.35327006614323e-41
CD74	1.18408235162081e-39	-1.21803408917557	0.278	0.929	3.3034713527869e-35
IFITM1	1.9023918560708e-38	0.958507876145297	0.557	0.131	5.30748303925192e-34
HLA-DRA	2.68248890560136e-34	-1.23089106800539	0.196	0.837	7.48387579773722e-30
GPX1	3.43470857269292e-31	-1.07167133890246	0.237	0.86	9.58249344695598e-27
TYROBP	8.77948062598791e-31	-1.1177619665397	0.165	0.809	2.44938729984437e-26
CST3	1.07777002793837e-26	-1.13845213011444	0.072	0.678	3.00687060094525e-22
SLFN5	4.24074375492652e-26	0.682735501011478	0.32	0.06	1.18312510018695e-21
GSTP1	1.08963751979953e-24	-1.00985959690642	0.155	0.731	3.0399797164887e-20
CD2	2.09527966954726e-24	0.649378695448634	0.32	0.064	5.8456207500699e-20
SRGN	2.61578889866771e-24	-0.878489589553349	0.392	0.876	7.29778944839305e-20
HLA-DRB1	8.35705509291841e-23	-0.988619130139258	0.165	0.715	2.33153480037331e-18
MALAT1	1.6481884033402e-22	0.279967420470361	1	0.98	4.59828082647882e-18
