Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
HIST1H1B	9.13908847087607e-235	1.30019288068566	0.808	0.094	2.54971429248971e-230
RRM2	2.54333725606279e-220	0.86315295300127	0.576	0.039	7.09565661068957e-216
PCLAF	6.66847609667537e-187	1.25356645394311	0.902	0.18	1.86043814621146e-182
TOP2A	1.17143295504544e-165	1.03961303778056	0.745	0.108	3.26818080128126e-161
MKI67	1.47132717016283e-155	0.945485223046452	0.635	0.081	4.10485567203729e-151
FAM111B	4.90658769643148e-150	0.662456130582564	0.412	0.029	1.36888890142742e-145
ESCO2	3.0406577330595e-143	0.653464574524029	0.431	0.036	8.48313100946271e-139
NUSAP1	7.73601343858885e-139	0.89732348769317	0.659	0.102	2.1582703892319e-134
TUBB	2.33596979106572e-138	1.09016147032004	0.949	0.344	6.51712212009425e-134
CENPM	2.55170439933559e-138	0.644814074931944	0.443	0.04	7.11900010370637e-134
STMN1	4.42700080960103e-130	1.07230838409183	0.925	0.321	1.23508895587059e-125
TK1	5.79850874610384e-127	0.732071858550579	0.533	0.07	1.61772595507551e-122
CDCA5	9.71584514623924e-122	0.55291637429516	0.376	0.032	2.71062363734929e-117
HIST1H4C	2.8980381642843e-121	1.04954147945849	0.949	0.456	8.08523667453677e-117
PCNA	8.88657208298108e-119	0.925907741891567	0.722	0.156	2.47926474543089e-114
TMEM106C	2.410789950795e-114	0.616648421450932	0.435	0.049	6.72586288372297e-110
HIST1H2AJ	4.85872780585552e-114	0.576655180751894	0.38	0.036	1.35553647055563e-109
HMGB2	4.85908531171468e-114	0.972140606891013	0.957	0.426	1.35563621111528e-109
TUBA1B	6.68313308392126e-114	0.950767085382844	0.925	0.435	1.86452729908319e-109
E2F8	9.99088223063818e-113	0.44702695617074	0.278	0.016	2.78735623352575e-108
CENPU	2.49187172531976e-111	0.796157529335002	0.616	0.112	6.95207292646961e-107
CCNE2	1.31436459625242e-107	0.572712839892167	0.388	0.04	3.66694578708464e-103
KIF11	2.87574310175572e-107	0.608766762129811	0.455	0.058	8.02303567958828e-103
MYBL2	2.67948196297014e-105	0.444408494141395	0.29	0.02	7.4754867284904e-101
FANCI	6.39016920960853e-97	0.641514605131558	0.471	0.07	1.78279330778868e-92
TYMS	3.72088180342131e-96	0.582123866560254	0.439	0.062	1.03808881433651e-91
CENPF	8.18090571697101e-96	0.729868603254074	0.584	0.107	2.28239088597774e-91
HMGB1	1.29823234606411e-94	0.670084288825608	0.976	0.669	3.62193842228426e-90
RAD51AP1	9.23347521407345e-94	0.539712217155956	0.353	0.039	2.57604724997435e-89
DHFR	1.89805689086425e-93	0.775562499368091	0.624	0.134	5.29538891982217e-89
UBE2T	3.80989215801171e-91	0.533700596481084	0.404	0.054	1.06292181316369e-86
RRM1	4.50852687066932e-89	0.683150567363964	0.514	0.094	1.25783391164803e-84
H2AFZ	6.16092693493168e-89	0.876285506359838	0.871	0.356	1.71883700557659e-84
CLSPN	4.58857651541148e-88	0.632028851127193	0.471	0.078	1.28016696203465e-83
HMGN2	8.62982756945698e-88	0.768846874689356	0.945	0.541	2.4076355936028e-83
BIRC5	1.54083558114235e-86	0.550491431612474	0.392	0.053	4.29877718782904e-82
SMC2	2.2817656530375e-86	0.671537293687776	0.553	0.11	6.36589799540933e-82
ATAD2	1.03675997382402e-85	0.708173936720774	0.529	0.105	2.89245665097163e-81
NCAPH	9.51653294409377e-85	0.472568735256357	0.306	0.032	2.65501752607272e-80
HIST1H1D	2.27483003127622e-84	0.886230133937973	0.8	0.273	6.34654830425753e-80
PTMA	2.36545072767389e-82	0.335610877259662	0.996	0.917	6.59937098513738e-78
FBXO5	5.00017970263217e-82	0.469835815617805	0.349	0.043	1.39500013523735e-77
TPX2	7.19255883127869e-82	0.59415291160484	0.451	0.075	2.00665198833844e-77
PRC1	2.3040881665949e-79	0.55091767363228	0.42	0.067	6.42817557598311e-75
FEN1	1.00237520331022e-76	0.491679723740182	0.384	0.058	2.79652657971519e-72
DUT	8.9228778272709e-76	0.780520367144675	0.89	0.425	2.48939368503031e-71
CKS1B	4.8787109236819e-75	0.65391930305795	0.525	0.113	1.36111156059801e-70
C21orf58	4.28050279326839e-74	0.489374957837807	0.369	0.055	1.19421747429395e-69
BRCA1	2.46006628136615e-73	0.580381448532268	0.463	0.09	6.86333891838342e-69
FAM111A	1.47503450330304e-72	0.749041948135511	0.718	0.222	4.11519876076515e-68
HELLS	1.61625770115957e-72	0.576045429930594	0.4	0.069	4.50919736046508e-68
HIST1H2AM	5.06116533838301e-71	0.654106621316029	0.541	0.126	1.41201451775548e-66
CDK1	1.25031223301778e-70	0.461092403716478	0.333	0.047	3.4882460988963e-66
KIF15	8.9763626634504e-70	0.431835582036536	0.31	0.04	2.50431541947603e-65
ATAD5	1.42166490432186e-69	0.576844388603265	0.455	0.09	3.96630291656757e-65
ASF1B	1.27490883299666e-68	0.380069992960088	0.263	0.029	3.55686815317739e-64
LIG1	2.14508434013144e-67	0.496223527841745	0.396	0.071	5.98457080053271e-63
HIST1H1C	7.944834862287e-67	0.668609231744939	0.576	0.148	2.21652947822945e-62
PRIM1	1.03405218421239e-66	0.658731118309813	0.553	0.141	2.88490218873415e-62
NCAPG	9.20036570352517e-65	0.446093276875114	0.322	0.048	2.56681002762649e-60
IQGAP3	1.00049225401079e-64	0.357899935774822	0.259	0.03	2.7912733394647e-60
KNL1	6.76441776671978e-64	0.455815703421643	0.314	0.046	1.88720491273715e-59
EZH2	2.02997489590118e-62	0.605326567076074	0.49	0.118	5.66342696207471e-58
