Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MCM4	1.53056290803498e-153	0.864326766965247	0.63	0.119	4.2701174571268e-149
UNG	6.01770789911051e-129	0.61886749515512	0.411	0.051	1.67888032677284e-124
DHFR	6.71772643430123e-123	0.783995487244875	0.572	0.119	1.8741784979057e-118
PCNA	1.40980097779345e-118	0.790351298414639	0.617	0.144	3.93320374794594e-114
PCLAF	3.47307694268607e-111	0.818460472513636	0.675	0.177	9.68953736239986e-107
GINS2	8.37260841373525e-107	0.533472032547862	0.348	0.044	2.335874021348e-102
MCM3	9.77492238869687e-107	0.684817141571534	0.539	0.119	2.72710559722254e-102
MCM6	2.74751813280413e-101	0.572405883170826	0.413	0.069	7.66530083871024e-97
MCM7	9.98335571045609e-101	0.67074817362783	0.557	0.132	2.78525640966014e-96
TK1	7.31216082972711e-93	0.543732549024291	0.39	0.067	2.04001974988557e-88
DUT	3.86442127181838e-92	0.731469957840463	0.834	0.412	1.07813489062461e-87
NASP	7.01737689768248e-87	0.717943777746955	0.733	0.28	1.95777798068443e-82
CENPU	1.41559293063986e-86	0.589713979580843	0.474	0.107	3.94936271719214e-82
STMN1	2.70471341390547e-83	0.729172111440933	0.793	0.311	7.54587995345487e-79
H2AFZ	9.40215773647143e-82	0.717890758997632	0.781	0.345	2.62310798689817e-77
CDCA7	2.93716105827148e-75	0.433418219227977	0.302	0.048	8.19438563647161e-71
PTMA	7.20998039442468e-74	0.281450131035339	0.995	0.913	2.01151243024054e-69
FEN1	1.12711603423214e-72	0.430979671200269	0.31	0.053	3.14454102390424e-68
CLSPN	3.55131267343667e-71	0.494053499504826	0.36	0.074	9.90780722762098e-67
BRCA1	1.28021210635893e-67	0.488011182935219	0.375	0.084	3.57166375553077e-63
RANBP1	2.59491657602027e-66	0.597157639536917	0.577	0.201	7.23955775543894e-62
MCM5	1.56627267545338e-64	0.453727647938427	0.37	0.084	4.36974413724737e-60
TUBA1B	3.52778787833272e-64	0.610360655453976	0.824	0.426	9.84217540176046e-60
MSH6	4.23416028608317e-64	0.506371773474814	0.411	0.105	1.18128837821434e-59
HSPD1	1.23310066666867e-63	0.592976061801547	0.839	0.454	3.44022754993892e-59
PRIM1	3.16204058284981e-63	0.535335824413553	0.469	0.134	8.82177702209269e-59
PAICS	2.63236169841176e-61	0.568502842551517	0.511	0.172	7.34402590239898e-57
HELLS	1.84910354419479e-58	0.412527286122868	0.312	0.065	5.15881397794904e-54
FABP5	3.57496257942398e-58	0.562617114518515	0.564	0.207	9.97378810033495e-54
GMNN	1.18950787339224e-56	0.40432967351064	0.32	0.071	3.31860801597702e-52
TUBB	6.83931191422474e-52	0.573478901195915	0.733	0.344	1.90809963094956e-47
TYMS	9.11725076109856e-52	0.38312332616178	0.287	0.064	2.54362178983889e-47
MIF	1.10630271485907e-51	0.482116263881919	0.856	0.562	3.08647394418533e-47
NME1	2.00066613336899e-50	0.502627698129678	0.494	0.177	5.58165844548615e-46
UHRF1	7.41991292311891e-49	0.380400549906781	0.275	0.061	2.07008150642095e-44
GAPDH	1.31969192279013e-48	0.313640977957669	0.975	0.818	3.68180849539219e-44
DNMT1	4.21786115197559e-47	0.487819883183735	0.537	0.203	1.17674108278967e-42
ENO1	4.93148505420625e-47	0.376917179162146	0.924	0.712	1.375835015273e-42
ATAD2	4.75530812280773e-46	0.431872023994594	0.365	0.107	1.32668341318213e-41
CDK4	1.00579939717812e-44	0.432722717431925	0.413	0.137	2.80607973818723e-40
C19orf48	3.29334076143321e-44	0.339183953279412	0.275	0.066	9.18809139032251e-40
PPIA	3.29958478383565e-44	0.284620111362678	0.945	0.813	9.20551158842309e-40
PA2G4	2.07959114006453e-43	0.50596222655908	0.7	0.371	5.80185132166603e-39
PRKDC	3.33102854388046e-43	0.492088486867731	0.579	0.249	9.2932365345721e-39
RAN	6.07216647981308e-43	0.493064093888687	0.736	0.419	1.69407372620305e-38
HSP90AA1	1.27064037496646e-41	0.384367157067698	0.907	0.676	3.54495958211892e-37
LMNB1	1.56913616385867e-41	0.427965503626981	0.426	0.149	4.3777329835493e-37
NCL	2.47843848179344e-40	0.426276198973053	0.846	0.574	6.91459552035552e-36
