Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD74	1.18408235162081e-39	-1.21803408917557	0.278	0.929	3.3034713527869e-35
HLA-DRA	2.68248890560136e-34	-1.23089106800539	0.196	0.837	7.48387579773722e-30
GPX1	3.43470857269292e-31	-1.07167133890246	0.237	0.86	9.58249344695598e-27
TYROBP	8.77948062598791e-31	-1.1177619665397	0.165	0.809	2.44938729984437e-26
CST3	1.07777002793837e-26	-1.13845213011444	0.072	0.678	3.00687060094525e-22
GSTP1	1.08963751979953e-24	-1.00985959690642	0.155	0.731	3.0399797164887e-20
SRGN	2.61578889866771e-24	-0.878489589553349	0.392	0.876	7.29778944839305e-20
HLA-DRB1	8.35705509291841e-23	-0.988619130139258	0.165	0.715	2.33153480037331e-18
AIF1	2.87217496279036e-22	-0.973742063856489	0.134	0.701	8.01308092868883e-18
GAPDH	6.9861183573978e-22	-0.763223480086405	0.392	0.846	1.94905716053041e-17
HLA-DRB5	1.63181423071297e-21	-1.00731436189929	0.062	0.593	4.55259852226611e-17
HLA-DPB1	4.97361132826269e-21	-0.989870069666915	0.113	0.652	1.38758782447201e-16
CD36	9.29052492559111e-21	-1.09013382182365	0.072	0.595	2.59196354899066e-16
LGALS1	1.52886312498102e-20	-0.958446291763184	0.175	0.697	4.26537523238454e-16
HLA-DPA1	2.12360389809683e-20	-0.927382477242929	0.186	0.71	5.92464251530034e-16
CFD	2.35084328987904e-19	-1.00998762042399	0.124	0.627	6.55861769443354e-15
VIM	1.08272623662567e-18	-0.618743133395076	0.546	0.897	3.02069792756196e-14
LST1	1.93616115952279e-18	-0.886605015042293	0.082	0.568	5.40169601895262e-14
APLP2	3.4230202356679e-17	-0.87192464328441	0.093	0.567	9.54988415548988e-13
EIF4A1	3.55265305835823e-17	-0.836616642398738	0.124	0.618	9.91154676751362e-13
TPM4	1.75235836799168e-16	-0.845243228697946	0.082	0.528	4.88890461085998e-12
H2AFY	4.54666377189733e-16	-0.796085606938308	0.155	0.635	1.26847372572164e-11
DUSP6	8.80517349985793e-16	-0.838379898705204	0.093	0.546	2.45655535472536e-11
SPINK2	1.05220901332734e-15	-0.899639138033307	0.093	0.534	2.93555792628196e-11
ENO1	1.19652971237761e-15	-0.715273945257356	0.299	0.745	3.33819824456228e-11
TKT	2.10965168767603e-15	-0.784809220301575	0.165	0.619	5.88571724344735e-11
H3F3A	3.39310562350642e-15	-0.479823252617605	0.619	0.929	9.46642537902056e-11
CYBA	3.62155895189754e-15	-0.744757632588061	0.165	0.623	1.01037873198989e-10
PLEK	2.22445830138151e-14	-0.771676806980315	0.072	0.487	6.20601621502428e-10
ARPC3	4.67178691501544e-14	-0.65954971612111	0.299	0.741	1.30338183142016e-09
FLT3	5.05677065980693e-14	-0.764452537033828	0.093	0.512	1.41078844637954e-09
LCP1	1.80145795851238e-13	-0.635575220371664	0.33	0.775	5.02588755845369e-09
CYBB	2.08529031813173e-13	-0.792593123062786	0.031	0.411	5.81775145855573e-09
ACTG1	4.00284249817324e-13	-0.559316004813702	0.495	0.882	1.11675302856535e-08
VAMP8	5.19616895542775e-13	-0.672541175455017	0.247	0.672	1.44967917687479e-08
CLIC1	1.0132064402856e-12	-0.672346307090727	0.155	0.57	2.8267446477528e-08
GRN	1.36681034196032e-12	-0.704268041667299	0.062	0.44	3.8132641730351e-08
CD302	4.62294774636273e-12	-0.677098934937277	0.062	0.425	1.28975619175774e-07
CTSS	6.21187200949749e-12	-0.730811964782773	0.155	0.552	1.7330501719297e-07
TXN	9.00000353590083e-12	-0.66153047066029	0.134	0.511	2.51091098648097e-07
CSTA	1.00274624678631e-11	-0.695179848666294	0.062	0.419	2.79756175390914e-07
YWHAE	1.28553310362614e-11	-0.652291818548256	0.144	0.52	3.58650880580656e-07
OAZ1	1.47901373145565e-11	-0.561124649513459	0.381	0.76	4.12630040938811e-07
CALM2	1.53618021644252e-11	-0.552098903855248	0.412	0.77	4.28578918585299e-07
PYCARD	2.39459938517452e-11	-0.642530849499275	0.082	0.453	6.6806928246984e-07
CDK6	2.59489212750269e-11	-0.682148239410556	0.134	0.49	7.23948954651976e-07
DBI	6.89684340900092e-11	-0.629583465788769	0.206	0.576	1.92415034267717e-06
CTSB	8.35082361747995e-11	-0.638175686358756	0.052	0.389	2.32979628104073e-06
EMB	8.89309248111824e-11	-0.582410831784535	0.33	0.721	2.48108387130718e-06
PSAP	1.45899173926566e-10	-0.624540360334087	0.206	0.583	4.07044105337726e-06
RNASE6	1.52928575279878e-10	-0.659339677407288	0.031	0.34	4.2665543217333e-06
FCER1G	1.69476272863155e-10	-0.671656402691206	0.021	0.335	4.72821853660917e-06
TIMP1	3.48792786862039e-10	-0.60218311489985	0.052	0.376	9.73096996066404e-06
CAT	5.77358902344152e-10	-0.600471740715533	0.082	0.411	1.61077360164995e-05
CD63	9.30948298787267e-10	-0.565290604475833	0.144	0.485	2.5972526587866e-05
