Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ACY3	3.57693432312523e-107	0.77146645898376	0.415	0.07	9.97928906808708e-103
MS4A1	6.00415429537333e-96	0.693542070160566	0.328	0.043	1.67509900686621e-91
CFD	1.41004119655651e-71	-0.979596765610202	0.19	0.663	3.93387393427301e-67
JCHAIN	1.01259283551043e-68	0.749568979553341	0.344	0.072	2.82503275179054e-64
SRGN	2.24975239707734e-60	-0.554348781798186	0.636	0.89	6.27658421260606e-56
SERPINB1	2.37485468557523e-53	-0.816029254148203	0.162	0.569	6.62560708728632e-49
TNNI2	1.66999263652511e-52	0.488291919691472	0.269	0.057	4.6591124566414e-48
DDIT4	1.00441228285998e-38	0.575263443639726	0.495	0.235	2.80220982795106e-34
CALM2	3.11227493470399e-37	0.346171853191878	0.867	0.748	8.68293584033066e-33
LYZ	3.75092296612639e-35	-0.856703597490189	0.231	0.558	1.0464699983196e-30
PALLD	2.3943394879503e-32	0.449282840613101	0.303	0.103	6.67996773743255e-28
HLA-A	1.90209157594402e-28	-0.356862042624466	0.621	0.834	5.30664528772622e-24
CSTA	3.94493217801443e-28	-0.542683064338944	0.144	0.441	1.10059662834425e-23
MGST1	5.59317348488199e-28	-0.528568005818793	0.097	0.379	1.56043947054723e-23
GAPDH	1.52230439267595e-27	-0.308303118480518	0.687	0.851	4.24707702512664e-23
MDFIC	1.97905250439378e-25	0.415700963114623	0.3	0.122	5.52135858200821e-21
PRSS57	2.58640553469386e-24	-0.477297455835721	0.046	0.287	7.21581280124239e-20
RNASE2	6.36066334822541e-24	-0.502886234043381	0.09	0.349	1.77456146752141e-19
S100B	2.02152534658029e-23	0.429296666071059	0.29	0.117	5.63985356442436e-19
LTB	4.54656212685445e-23	0.405148865840349	0.272	0.104	1.26844536777112e-18
MNDA	1.07781465686878e-22	-0.558197889264844	0.09	0.334	3.00699511119821e-18
LIME1	2.20394546610876e-22	0.358434238572525	0.254	0.097	6.14878745589683e-18
HSP90AB1	3.26370830215545e-22	-0.338300466338811	0.579	0.772	9.1054197921835e-18
NAPSB	7.71546547313926e-22	0.400126125826207	0.467	0.251	2.15253771235112e-17
LGALS1	2.20822028166782e-21	0.296673932939916	0.815	0.668	6.16071376382506e-17
LSP1	2.6949911252394e-21	0.401798813168736	0.385	0.202	7.51875574030539e-17
RUNX2	4.64626972409364e-21	0.388646406064824	0.313	0.143	1.29626279032489e-16
ENO1	9.0234087115892e-21	-0.337290650900638	0.546	0.755	2.51744079644627e-16
CLEC4A	9.41498315401094e-20	0.37840544241336	0.287	0.127	2.62668615013751e-15
SELENOP	1.71010145602904e-19	-0.418297271542126	0.056	0.265	4.77101205217541e-15
CTSG	3.57207750989693e-19	-0.461278851429268	0.082	0.296	9.96573904486146e-15
ANXA1	3.68517218863619e-19	-0.374431317977464	0.462	0.712	1.02812618890761e-14
TKT	5.57461868668883e-19	-0.390733261166827	0.385	0.633	1.55526286739932e-14
SAMHD1	6.44711191183798e-19	0.334450501842345	0.718	0.539	1.79867975228368e-14
CLEC12A	1.37499712845242e-18	-0.40478528703555	0.115	0.342	3.8361044886694e-14
PAK1	1.30856729912754e-17	0.382903986218004	0.408	0.239	3.65077190783591e-13
CDK6	5.48787184435033e-17	-0.401493222689787	0.264	0.505	1.5310613658553e-12
APLP2	9.11032957247255e-17	-0.371897510384116	0.349	0.578	2.54169084742412e-12
PKM	1.39091788206455e-16	-0.37226339753377	0.203	0.437	3.88052179917189e-12
IFITM1	2.03466704751113e-16	0.339520880343191	0.274	0.126	5.6765175958513e-12
CALR	2.33091388005288e-16	-0.363194598984211	0.359	0.581	6.50301663395954e-12
NCOA4	2.79554942524373e-16	-0.374913973487837	0.218	0.451	7.79930334148749e-12
PKIB	2.90225373723972e-16	0.343123708800857	0.267	0.124	8.09699770152508e-12
TUBA1B	3.29878250266241e-16	-0.400175893962287	0.269	0.49	9.20327330417786e-12
CD36	4.40042317431908e-16	0.310470197401982	0.736	0.564	1.22767406140328e-11
MEF2C	1.10228927170442e-15	0.369411319382477	0.426	0.272	3.07527683912816e-11
CREG1	1.24446910099284e-15	-0.340268577489292	0.144	0.363	3.47194434485991e-11
CD302	1.45211741761951e-15	-0.355130917639193	0.21	0.44	4.05126238341666e-11
PPA1	2.70586965372794e-15	-0.333658847366588	0.103	0.301	7.54910574693559e-11
ERCC1	7.35733256896047e-15	0.331240886637912	0.326	0.184	2.05262221341428e-10
ITGB7	2.1437380257083e-14	0.314912919253087	0.269	0.135	5.98081471792359e-10
TUBB	2.58771364548597e-14	-0.388252914353763	0.21	0.404	7.2194622995413e-10
TNFSF13B	3.4249422719268e-14	-0.327757679256521	0.11	0.299	9.55524644444858e-10
H2AFZ	4.98134143635465e-14	-0.369029135795353	0.21	0.411	1.38974444732859e-09
SPCS3	7.38200621405789e-14	-0.335776726945821	0.2	0.41	2.05950591366001e-09
CYBB	7.53943402599512e-14	0.326825407382222	0.533	0.386	2.10342669891238e-09
FLT3	9.11263252499137e-14	0.285798533154692	0.608	0.489	2.54233334814734e-09
PLAC8	1.96583261069614e-13	-0.329064725866519	0.369	0.573	5.48447640058116e-09
ANXA2	2.29557820607754e-13	-0.350041638581214	0.126	0.307	6.40443363713572e-09
CPVL	2.6346002017966e-13	-0.373843800162816	0.154	0.338	7.35027110299234e-09
RTN3	4.45338435358797e-13	-0.322046550315513	0.208	0.406	1.24244970080751e-08
CAPG	4.92073845197253e-13	0.312946086820155	0.359	0.222	1.37283682071582e-08
RNASE6	5.94174055521796e-13	0.311205655551963	0.456	0.318	1.65768619750026e-08
PPM1K	1.04917941141199e-12	0.310444101396614	0.262	0.138	2.92710563989831e-08
SH3BGRL3	1.27487151497366e-12	-0.305645186322867	0.421	0.638	3.55676403962502e-08
SCPEP1	2.1874803851695e-12	0.318403060042919	0.367	0.233	6.10285152658439e-08
HCST	2.80286378305702e-12	-0.308199795090494	0.277	0.486	7.81970966835078e-08
TSPO	7.53456547375457e-12	-0.307541529006628	0.323	0.543	2.10206842152279e-07
ALDOA	8.31640882032303e-12	-0.295176351177899	0.385	0.601	2.32019489678192e-07
DUT	1.06266940841201e-11	-0.319201354338824	0.292	0.474	2.96474138252866e-07
METTL7A	1.52093420859922e-11	0.304716876065741	0.438	0.319	4.24325434857098e-07
GNAQ	1.60508132064634e-11	-0.292159134555006	0.131	0.3	4.47801637647122e-07
GRN	1.69349319616995e-11	-0.303111771538135	0.259	0.45	4.72467666799455e-07
NOP56	3.73216884449763e-11	-0.280894168574107	0.136	0.305	1.04123778592639e-06
LAMP2	3.98276459107151e-11	-0.28298019938866	0.174	0.357	1.11115149326304e-06
FABP5	4.40054499162677e-11	-0.27560141561563	0.103	0.26	1.22770804721395e-06
HSPD1	6.77047054682878e-11	-0.29651668344578	0.336	0.512	1.88889357785976e-06
ANKRD28	1.3327887648774e-10	-0.292920595951099	0.172	0.338	3.71834737513145e-06
CAT	2.23039837144673e-10	-0.283501863546788	0.241	0.421	6.22258841649923e-06
TALDO1	2.35798575003969e-10	-0.278335868463821	0.259	0.447	6.57854444403574e-06
HMGB2	3.53362294730445e-10	-0.313712146155825	0.303	0.479	9.85845466068468e-06
P4HB	3.66641533299946e-10	-0.25397244226098	0.136	0.297	1.02289321375352e-05
RAB11FIP1	4.06345746564324e-10	0.281686578385861	0.359	0.235	1.13366399833981e-05
CANX	4.34094223883068e-10	-0.271315639402966	0.413	0.612	1.21107947521137e-05
NME2	4.65825971238742e-10	-0.276517445551074	0.331	0.51	1.29960787715897e-05
