Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CFD	1.41004119655651e-71	-0.979596765610202	0.19	0.663	3.93387393427301e-67
SRGN	2.24975239707734e-60	-0.554348781798186	0.636	0.89	6.27658421260606e-56
SERPINB1	2.37485468557523e-53	-0.816029254148203	0.162	0.569	6.62560708728632e-49
LYZ	3.75092296612639e-35	-0.856703597490189	0.231	0.558	1.0464699983196e-30
HLA-A	1.90209157594402e-28	-0.356862042624466	0.621	0.834	5.30664528772622e-24
CSTA	3.94493217801443e-28	-0.542683064338944	0.144	0.441	1.10059662834425e-23
MGST1	5.59317348488199e-28	-0.528568005818793	0.097	0.379	1.56043947054723e-23
GAPDH	1.52230439267595e-27	-0.308303118480518	0.687	0.851	4.24707702512664e-23
PRSS57	2.58640553469386e-24	-0.477297455835721	0.046	0.287	7.21581280124239e-20
RNASE2	6.36066334822541e-24	-0.502886234043381	0.09	0.349	1.77456146752141e-19
MNDA	1.07781465686878e-22	-0.558197889264844	0.09	0.334	3.00699511119821e-18
HSP90AB1	3.26370830215545e-22	-0.338300466338811	0.579	0.772	9.1054197921835e-18
ENO1	9.0234087115892e-21	-0.337290650900638	0.546	0.755	2.51744079644627e-16
SELENOP	1.71010145602904e-19	-0.418297271542126	0.056	0.265	4.77101205217541e-15
CTSG	3.57207750989693e-19	-0.461278851429268	0.082	0.296	9.96573904486146e-15
ANXA1	3.68517218863619e-19	-0.374431317977464	0.462	0.712	1.02812618890761e-14
TKT	5.57461868668883e-19	-0.390733261166827	0.385	0.633	1.55526286739932e-14
CLEC12A	1.37499712845242e-18	-0.40478528703555	0.115	0.342	3.8361044886694e-14
CDK6	5.48787184435033e-17	-0.401493222689787	0.264	0.505	1.5310613658553e-12
APLP2	9.11032957247255e-17	-0.371897510384116	0.349	0.578	2.54169084742412e-12
PKM	1.39091788206455e-16	-0.37226339753377	0.203	0.437	3.88052179917189e-12
CALR	2.33091388005288e-16	-0.363194598984211	0.359	0.581	6.50301663395954e-12
NCOA4	2.79554942524373e-16	-0.374913973487837	0.218	0.451	7.79930334148749e-12
TUBA1B	3.29878250266241e-16	-0.400175893962287	0.269	0.49	9.20327330417786e-12
CREG1	1.24446910099284e-15	-0.340268577489292	0.144	0.363	3.47194434485991e-11
CD302	1.45211741761951e-15	-0.355130917639193	0.21	0.44	4.05126238341666e-11
PPA1	2.70586965372794e-15	-0.333658847366588	0.103	0.301	7.54910574693559e-11
TUBB	2.58771364548597e-14	-0.388252914353763	0.21	0.404	7.2194622995413e-10
TNFSF13B	3.4249422719268e-14	-0.327757679256521	0.11	0.299	9.55524644444858e-10
H2AFZ	4.98134143635465e-14	-0.369029135795353	0.21	0.411	1.38974444732859e-09
SPCS3	7.38200621405789e-14	-0.335776726945821	0.2	0.41	2.05950591366001e-09
PLAC8	1.96583261069614e-13	-0.329064725866519	0.369	0.573	5.48447640058116e-09
ANXA2	2.29557820607754e-13	-0.350041638581214	0.126	0.307	6.40443363713572e-09
CPVL	2.6346002017966e-13	-0.373843800162816	0.154	0.338	7.35027110299234e-09
RTN3	4.45338435358797e-13	-0.322046550315513	0.208	0.406	1.24244970080751e-08
SH3BGRL3	1.27487151497366e-12	-0.305645186322867	0.421	0.638	3.55676403962502e-08
HCST	2.80286378305702e-12	-0.308199795090494	0.277	0.486	7.81970966835078e-08
TSPO	7.53456547375457e-12	-0.307541529006628	0.323	0.543	2.10206842152279e-07
ALDOA	8.31640882032303e-12	-0.295176351177899	0.385	0.601	2.32019489678192e-07
DUT	1.06266940841201e-11	-0.319201354338824	0.292	0.474	2.96474138252866e-07
GNAQ	1.60508132064634e-11	-0.292159134555006	0.131	0.3	4.47801637647122e-07
GRN	1.69349319616995e-11	-0.303111771538135	0.259	0.45	4.72467666799455e-07
NOP56	3.73216884449763e-11	-0.280894168574107	0.136	0.305	1.04123778592639e-06
LAMP2	3.98276459107151e-11	-0.28298019938866	0.174	0.357	1.11115149326304e-06
FABP5	4.40054499162677e-11	-0.27560141561563	0.103	0.26	1.22770804721395e-06
HSPD1	6.77047054682878e-11	-0.29651668344578	0.336	0.512	1.88889357785976e-06
ANKRD28	1.3327887648774e-10	-0.292920595951099	0.172	0.338	3.71834737513145e-06
CAT	2.23039837144673e-10	-0.283501863546788	0.241	0.421	6.22258841649923e-06
TALDO1	2.35798575003969e-10	-0.278335868463821	0.259	0.447	6.57854444403574e-06
HMGB2	3.53362294730445e-10	-0.313712146155825	0.303	0.479	9.85845466068468e-06
P4HB	3.66641533299946e-10	-0.25397244226098	0.136	0.297	1.02289321375352e-05
CANX	4.34094223883068e-10	-0.271315639402966	0.413	0.612	1.21107947521137e-05
NME2	4.65825971238742e-10	-0.276517445551074	0.331	0.51	1.29960787715897e-05
STMN1	5.70638538126461e-10	-0.312343917657548	0.221	0.378	1.59202445751901e-05
RUNX1	6.07902081541328e-10	-0.259611864100345	0.141	0.296	1.69598601729215e-05
NUCB2	6.8696269772601e-10	-0.28783431935422	0.254	0.426	1.9165572303858e-05
EIF4A1	8.08728471712186e-10	-0.256937759324191	0.438	0.625	2.25627156322983e-05
ZEB2	2.09857680805146e-09	-0.250609894998419	0.141	0.296	5.85481943678278e-05
TMPO	2.51900678650129e-09	-0.266999506851722	0.167	0.322	7.02777703365995e-05
HSP90B1	7.60360093496291e-09	-0.257393062894238	0.4	0.588	0.00021213286248453
PSAP	1.93364935980449e-08	-0.259774960960518	0.423	0.59	0.000539468834891853
IFI30	6.57460482572572e-07	-0.276113460488026	0.146	0.253	0.0183424900032922
