Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD52	1.498590150916e-19	-0.303268495059789	0.773	0.805	4.18091666204056e-15
HLA-E	5.45637498901022e-18	-0.363147644524993	0.62	0.728	1.52227405818396e-13
TXNIP	4.87001828452887e-17	-0.3169903508268	0.706	0.793	1.35868640120071e-12
JAML	1.09390625304381e-15	-0.533525643379494	0.235	0.446	3.05188905536691e-11
S100A6	6.62052210974314e-14	-0.356507404266543	0.569	0.675	1.84705946339724e-09
KLF6	1.41460218027813e-12	-0.43582437445036	0.322	0.501	3.94659862275794e-08
ANXA1	2.53093928688502e-11	-0.264187319873621	0.651	0.689	7.06106751648053e-07
PTPRC	2.39857210983582e-10	-0.257921460433499	0.651	0.704	6.69177632923094e-06
AHNAK	8.32264390892101e-10	-0.359900527437126	0.384	0.517	2.32193442414987e-05
CD36	6.36682518777118e-09	-0.330459244874851	0.525	0.586	0.000177628055913628
STK17B	1.34422570294256e-08	-0.370416575119224	0.271	0.397	0.000375025528863944
CTSS	2.36358370075044e-07	-0.336078151688425	0.494	0.545	0.00659416216672366
DUSP6	4.30087326598903e-07	-0.278881462126488	0.463	0.539	0.0119990063247828
TSC22D3	7.38833077895871e-07	-0.31571318669803	0.208	0.341	0.0206127040402169
