Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD74	2.62687925112722e-63	-0.857321827488582	0.632	0.926	7.32873042271984e-59
HLA-DRA	5.63056936437538e-52	-1.02026558985469	0.368	0.842	1.57087254696709e-47
CD52	4.79288590912435e-50	-0.998435304220399	0.363	0.823	1.3371672397866e-45
TMSB10	3.53323253271715e-41	-0.359457886916512	0.895	0.977	9.85736544302758e-37
HLA-DPA1	1.35632008657199e-31	-0.786892773872026	0.357	0.712	3.78399740952718e-27
ACTB	1.05161351496493e-30	-0.310388942013584	0.901	0.957	2.93389654540065e-26
HLA-DRB1	9.05960008943499e-30	-0.751373596599312	0.363	0.717	2.52753782895147e-25
S100A4	2.59570688327392e-29	-0.702742914072436	0.409	0.77	7.24176263364591e-25
CD36	1.08378440831759e-28	-0.929928561451188	0.158	0.602	3.02365012076524e-24
HLA-DPB1	5.86832571550524e-28	-0.78489830282349	0.292	0.654	1.63720419136881e-23
FTH1	7.57553890805096e-27	-0.525468269176142	0.602	0.829	2.11349959995714e-22
GPX1	3.24308917458533e-23	-0.367858749839668	0.766	0.847	9.0478944881756e-19
JAML	2.09464131908437e-20	-0.761634859284053	0.094	0.448	5.84383981611348e-16
SAMHD1	2.24120433532831e-20	-0.714828983333807	0.228	0.573	6.25273597513246e-16
LGALS1	2.40021615567973e-20	-0.632847348072588	0.345	0.699	6.69636305273087e-16
HLA-DRB5	7.1187213974327e-19	-0.610324977025274	0.31	0.592	1.98605208266975e-14
TPM4	8.06830400716166e-18	-0.615626057997202	0.234	0.53	2.25097613495803e-13
CAP1	1.09499325129737e-17	-0.480238714997513	0.485	0.708	3.05492167179452e-13
LST1	6.41327142378469e-17	-0.575764442715964	0.281	0.568	1.78923859452169e-12
IQGAP1	1.71299628630535e-16	-0.592861476040355	0.246	0.539	4.77908833916329e-12
GLIPR1	5.68908815143669e-16	-0.605204464639378	0.175	0.474	1.58719870336932e-11
PTPRC	6.08044587728931e-16	-0.462906572185415	0.52	0.709	1.69638359530494e-11
LCP1	2.28074678366467e-15	-0.364522143954106	0.626	0.77	6.36305545174606e-11
CALM2	8.17812851555048e-15	-0.383356395674288	0.614	0.767	2.28161607455343e-10
