Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SPINK2	1.91898435307452e-47	-0.947002348569456	0.105	0.558	5.35377444664261e-43
CDK6	6.17091977144508e-30	-0.674339586125246	0.167	0.507	1.72162490703546e-25
PTPRCAP	1.41418339636642e-27	-0.638407575988999	0.034	0.342	3.94543025752269e-23
HINT1	4.53742647870387e-24	-0.314272820537877	0.69	0.84	1.26589661329359e-19
FAM30A	1.45086760611174e-23	-0.568508991366338	0.031	0.308	4.04777553429114e-19
MIF	1.54274323859581e-22	-0.501614122386671	0.323	0.615	4.30409936135846e-18
CD52	9.39590977584357e-22	-0.413253047537206	0.578	0.821	2.6213648683626e-17
STMN1	3.53089643437816e-20	-0.570860136506376	0.116	0.382	9.85084796227163e-16
UBB	1.12959143822591e-19	-0.271611280889471	0.741	0.874	3.15144715350647e-15
SELENOP	1.20239587469568e-18	-0.475662997007042	0.031	0.261	3.35456425081347e-14
PRSS57	1.79412109469613e-17	-0.456726361444248	0.051	0.28	5.00541844209274e-13
HSP90AB1	1.9929391850324e-17	-0.323732613459985	0.602	0.764	5.56010103232189e-13
GUCY1A3	8.13857003032771e-17	-0.482153794910223	0.054	0.275	2.27057965276113e-12
ANGPT1	2.78367790091103e-16	-0.465032807173907	0.041	0.251	7.76618297575169e-12
HMGB1	4.22809914859781e-16	-0.367706512623257	0.51	0.704	1.1795973814673e-11
TUBB	1.85270141652645e-15	-0.478246835950918	0.18	0.402	5.16885168196716e-11
SEPT6	8.12146801018741e-15	-0.416823063157544	0.153	0.386	2.26580836016219e-10
PEBP1	1.32502645543701e-14	-0.38153075180486	0.34	0.559	3.6966913080237e-10
GTF3A	2.1093631217029e-14	-0.386841162626806	0.323	0.548	5.88491217323892e-10
TUBA1B	2.79288807683741e-14	-0.431197881699913	0.279	0.483	7.79187844556869e-10
NUCB2	2.64307433971095e-13	-0.406182477311135	0.207	0.425	7.37391310035958e-09
HIST1H4C	3.10621686251127e-13	-0.438550449917457	0.306	0.504	8.6660344247202e-09
HSH2D	5.38175467897462e-13	-0.376063099092555	0.126	0.325	1.50145573788713e-08
HSPD1	1.58290184062128e-12	-0.369061048438474	0.32	0.509	4.4161378451493e-08
HSP90AA1	4.07982940009939e-12	-0.267125411348504	0.582	0.71	1.13823160433373e-07
PIM1	7.91163102133488e-12	-0.374810610068643	0.102	0.278	2.20726593864222e-07
HSPA8	2.51376084065658e-11	-0.279789350006583	0.52	0.668	7.0131413693478e-07
SPN	2.99239319695942e-11	-0.341864860894173	0.289	0.487	8.34847778019707e-07
NCL	3.78343343693782e-11	-0.297679499601709	0.449	0.616	1.05554009457128e-06
DUT	5.7567166036117e-11	-0.36353479980859	0.289	0.47	1.60606636524163e-06
CKLF	6.00153613508211e-11	-0.349351881849267	0.214	0.405	1.67436856632656e-06
CD99	1.13331161857572e-10	-0.330192620137654	0.391	0.562	3.16182608466439e-06
BCL11A	2.00893290039901e-10	-0.360266123297978	0.156	0.323	5.60472189882318e-06
NOP56	5.01281294100321e-10	-0.314820124809433	0.129	0.301	1.39852468241049e-05
SMC4	1.01351123514882e-09	-0.325013354406241	0.133	0.296	2.82759499494168e-05
ITM2C	1.06902844470755e-09	-0.318721000498438	0.139	0.305	2.98248245788959e-05
RBMX	2.08966788234074e-09	-0.305325796915403	0.259	0.429	5.82996442494244e-05
ETS2	2.75735982670978e-09	-0.330204288114914	0.143	0.302	7.69275818053761e-05
HSPE1	4.43680790351772e-09	-0.308799795810203	0.119	0.267	0.000123782503700241
MLEC	7.0900727860605e-09	-0.302580715716288	0.194	0.36	0.000197805940658302
ANKRD28	7.82862386212234e-09	-0.31175545474995	0.17	0.333	0.000218410777129351
BMI1	8.06305458063408e-09	-0.297235555559107	0.139	0.298	0.00022495115974511
SET	9.13588218559497e-09	-0.275661972055598	0.398	0.559	0.000254881977095914
CHD4	1.34722749203645e-08	-0.292185490827462	0.163	0.321	0.00037586299800325
RUNX1	1.62033920872772e-08	-0.284475735005343	0.136	0.292	0.000452058435842947
MIF-AS1	1.62565958646487e-08	-0.277203521868749	0.122	0.267	0.000453542768027833
RFLNB	2.14082024637337e-08	-0.290340762075153	0.129	0.273	0.000597267440535708
RAN	3.32914738220196e-08	-0.283778382748375	0.313	0.463	0.000928798828160526
FLT3	3.64756744201055e-08	-0.279004811858511	0.35	0.514	0.00101763484064652
RANBP1	6.22198644539472e-08	-0.275874865434268	0.116	0.25	0.00173587199840067
RPL22L1	8.11216841027591e-08	-0.278044146400027	0.224	0.379	0.00226321386478288
GNPTAB	8.4740386753463e-08	-0.267093289341069	0.122	0.263	0.00236417205003487
HMGA1	1.25801058370866e-07	-0.265491833685419	0.163	0.303	0.0035097237274888
YWHAQ	1.5129794298638e-07	-0.267439123036483	0.153	0.292	0.004221061311377
NUCKS1	1.91422931617886e-07	-0.273272971244282	0.313	0.465	0.00534050836920741
DDX6	2.22141461869531e-07	-0.269455699753336	0.252	0.402	0.00619752464469805
TTC3	3.59729720812492e-07	-0.264391880081583	0.19	0.339	0.0100360994809477
MRPL57	3.9349352402436e-07	-0.258251983573159	0.173	0.31	0.0109780758267556
CTSG	6.98839728540571e-07	-0.307698835743224	0.16	0.284	0.0194969295865534
XBP1	9.17684623050579e-07	-0.250284862175391	0.248	0.387	0.0256024832984881
