Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD14	2.29371742365859e-271	1.26016530396674	0.687	0.028	6.3992422402651e-267
FCN1	4.61375650220386e-179	1.17575288615062	0.639	0.045	1.28719192654986e-174
SERPINA1	1.82689259180603e-174	0.760375645501444	0.381	0.011	5.09684764187965e-170
VCAN	1.63807407314543e-154	1.48213661218181	0.789	0.091	4.57006285666842e-150
C1QA	1.1438337133545e-150	0.671663523173926	0.306	0.007	3.19118167688772e-146
MAFB	3.06599158828748e-137	0.817686126928874	0.449	0.026	8.55380993216324e-133
SLC7A7	1.8571259544539e-122	0.611868503051247	0.32	0.013	5.18119570033093e-118
IFI30	5.32814772031149e-105	1.26659373461643	0.898	0.215	1.4864999324897e-100
S100A9	7.06310982242383e-105	1.4735988306418	0.918	0.204	1.97053700935803e-100
LGALS3	6.02027429078325e-97	1.09052330770054	0.701	0.117	1.67959632438562e-92
CTSS	2.1236556452675e-95	1.21858412602634	1	0.523	5.9247868847318e-91
MS4A7	4.50922503803553e-95	1.14179575077459	0.81	0.173	1.25802869336153e-90
S100A10	2.57801611446601e-93	1.15634261991652	0.803	0.17	7.19240715774872e-89
CLEC7A	1.14284551161377e-86	0.687333223766534	0.367	0.031	3.18842469285126e-82
RGS2	7.62922620047596e-82	0.935088942649244	0.551	0.082	2.12847781767079e-77
FGL2	2.70054892012692e-79	1.11193549311213	0.918	0.278	7.53426143226208e-75
PDK4	1.36474249294494e-78	0.770616660850258	0.449	0.054	3.80749508106708e-74
MPEG1	2.00293057771281e-76	0.925211761825555	0.585	0.1	5.58797601876097e-72
GIMAP8	2.33563664559953e-76	0.588765225646342	0.34	0.029	6.51619267755814e-72
PSAP	9.70071467280489e-76	0.963390193275988	0.986	0.557	2.70640238656584e-71
S100A8	6.88840552125457e-73	1.19873170424981	0.735	0.164	1.92179625637481e-68
SLC11A1	2.01776435680565e-72	0.492689290207929	0.252	0.016	5.62936077905208e-68
S100A12	3.12417924549143e-68	0.474730545069671	0.252	0.017	8.71614767699654e-64
FTL	7.0430920998314e-68	0.559639868082385	0.993	0.861	1.96495226493196e-63
FCGRT	8.28196404810726e-67	0.779465343203793	0.537	0.09	2.31058514978145e-62
LYZ	7.31141157762818e-65	1.24111687826907	0.959	0.507	2.03981071604248e-60
MNDA	1.66170980477642e-64	1.06550932733334	0.837	0.288	4.63600418434575e-60
LILRB2	2.04549474956008e-62	0.646292354009709	0.34	0.038	5.70672580179768e-58
CEBPD	1.36062736736501e-54	0.555924066090477	0.327	0.04	3.79601429221164e-50
ANXA5	2.08943158021666e-54	0.876292460635238	0.735	0.221	5.82930516564645e-50
ADA2	1.12531926415053e-53	0.798309289611177	0.585	0.137	3.13952821505356e-49
GIMAP7	3.12601511812006e-53	0.702508959583037	0.49	0.089	8.72126957804314e-49
FTH1	2.81192999171187e-48	0.547266004236894	0.973	0.813	7.84500348387695e-44
KLF4	5.13751452186205e-47	0.690493950793879	0.442	0.087	1.43331517645429e-42
TNFRSF1B	4.59541824904723e-46	0.759632895977816	0.633	0.178	1.28207573730169e-41
AOAH	9.50321684001173e-44	0.709322739302589	0.497	0.116	2.65130246619487e-39
SAT1	1.67291817863328e-43	0.835280017356504	0.782	0.339	4.66727442656898e-39
FTH1P3	5.04788780466928e-42	0.752608766007889	0.884	0.468	1.40831021862468e-37
PILRA	7.49568498596903e-42	0.490286975454336	0.306	0.045	2.0912211542355e-37
