Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SPINK2	7.8523846387434e-65	-0.91837775676583	0.127	0.572	2.19073679036302e-60
CFD	3.76702594580808e-61	-0.822093403796393	0.251	0.66	1.050962568621e-56
LRRC75A-AS1	1.03588606874996e-45	-0.439733274702907	0.606	0.788	2.89001854320552e-41
NUCB2	9.11215377274367e-42	-0.682814377108308	0.099	0.447	2.54219978105776e-37
GAPDH	1.48287864498573e-35	-0.326214119751016	0.707	0.85	4.13708313164569e-31
TARP	3.32408407371084e-35	-0.574400722023024	0.082	0.389	9.27386215724587e-31
SERPINB1	7.85711559809216e-34	-0.576902111116468	0.263	0.56	2.19205668071173e-29
PRSS57	8.51761529797171e-34	-0.557306634456077	0.016	0.293	2.37632949198113e-29
MGST1	8.15826149799114e-31	-0.532866639514088	0.096	0.383	2.27607337532455e-26
STMN1	1.46758906449958e-30	-0.606284691268159	0.113	0.393	4.09442673104738e-26
HLA-A	1.93307372540385e-30	-0.333838200567903	0.655	0.832	5.3930823865042e-26
FAM30A	3.55933892076783e-30	-0.540731813373396	0.049	0.316	9.93019965505016e-26
RNASE2	5.80099041871006e-30	-0.56251855553852	0.082	0.352	1.61841831691592e-25
CDK6	6.42084742574449e-30	-0.543145443162399	0.225	0.513	1.79135222330846e-25
SELENOP	6.5950638063709e-30	-0.526153000848566	0.021	0.272	1.83995685133942e-25
CTSG	8.30118441471456e-30	-0.572628444928219	0.042	0.303	2.31594743986122e-25
ENO1	1.72066217998649e-29	-0.385125086516852	0.54	0.758	4.80047541594431e-25
HNRNPA1	1.37374869865273e-24	-0.260167812061125	0.714	0.834	3.83262149437125e-20
ANGPT1	1.67754583609181e-23	-0.482271355450404	0.042	0.259	4.68018512811254e-19
LOC100506844	7.75297373348533e-23	-0.424777283397292	0.054	0.274	2.16300214190507e-18
TUBB	8.9261537476746e-23	-0.49207625227322	0.174	0.411	2.49030763406374e-18
HMGB2	1.54095578707948e-21	-0.476958778108324	0.258	0.487	4.29911255037305e-17
RFLNB	6.25048780417962e-20	-0.394273842743826	0.077	0.285	1.74382359248807e-15
PCLAF	1.02471012021141e-19	-0.455318229621621	0.054	0.251	2.85883876437782e-15
XBP1	1.76368302631766e-19	-0.398912954003003	0.174	0.402	4.92049927512363e-15
SMC4	1.03464324809525e-18	-0.389055151291495	0.099	0.307	2.88655119786093e-14
MIF	2.64918421301175e-18	-0.339857527467689	0.427	0.613	7.39095903588149e-14
HSP90AB1	3.01474750392447e-18	-0.250965600589176	0.65	0.765	8.41084406119888e-14
MSRB3	1.07003697791877e-17	-0.355326483613834	0.066	0.257	2.98529616469558e-13
APLP2	2.46940813433577e-17	-0.363213769990036	0.354	0.58	6.88940175398337e-13
CALR	2.20281034701095e-16	-0.341917136974776	0.385	0.58	6.14562058712584e-12
HCST	2.67389490072701e-16	-0.352702185035257	0.263	0.49	7.45989938353828e-12
PTPRCAP	3.98902472050554e-16	-0.375033556398807	0.146	0.34	1.11289800677384e-11
CD99	6.2709115328665e-16	-0.354120075049243	0.362	0.572	1.74952160855443e-11
CTSD	1.40612982404989e-15	-0.348175219491939	0.183	0.381	3.92296159611678e-11
PGD	5.84684473139353e-15	-0.319845278227037	0.12	0.311	1.63121121161148e-10
GAS5	6.235692451162e-15	-0.258822674240894	0.61	0.757	1.73969583694969e-10
