Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FCER1A	1.1198323096263e-233	1.20114871156131	0.634	0.077	3.1242201606264e-229
MRC1	8.58915636718845e-219	1.15208431113885	0.671	0.099	2.39628873488191e-214
CD74	8.64792873866924e-186	0.48576155231578	1	0.902	2.41268563880133e-181
NAPSB	4.05072853594659e-178	1.0714271759926	0.782	0.209	1.13011275424374e-173
HLA-DRA	8.01245712662663e-178	0.657446248206017	0.993	0.799	2.23539541375756e-173
HLA-DQA1	5.09925556803838e-165	1.03944474500281	0.685	0.163	1.42264131092703e-160
HLA-DQB1	5.39787181281616e-164	1.06271364584577	0.711	0.187	1.50595225705758e-159
HLA-DPA1	6.92339379811502e-161	0.791840700308794	0.962	0.663	1.93155763573611e-156
HLA-DPB1	6.67319845849456e-160	0.850876354783986	0.951	0.598	1.8617556379354e-155
FGL2	9.30216863624003e-152	1.02174390667826	0.796	0.241	2.59521202782461e-147
CPVL	1.30901807330473e-151	1.01614331806638	0.789	0.26	3.65202952271287e-147
LGALS2	1.3056582360067e-144	0.764790110401445	0.392	0.04	3.64265591263509e-140
HLA-DRB1	1.87657109989381e-139	0.723450351280519	0.955	0.669	5.23544571159374e-135
SAMHD1	3.78272277316499e-137	0.821385754884916	0.918	0.512	1.0553418264853e-132
MS4A6A	1.71406910323207e-131	0.977986283264168	0.674	0.185	4.78208139110714e-127
S100B	1.95403769585547e-129	0.877935365870957	0.498	0.089	5.45156976766717e-125
TMSB4X	3.91442732873875e-121	0.319218616795858	1	0.97	1.09208608044483e-116
HLA-DQB2	8.51616519812641e-110	0.643143112084625	0.35	0.047	2.37592492862529e-105
PKIB	2.15856529376104e-97	0.718290742553259	0.46	0.098	6.02218131306391e-93
JAML	5.88514141864886e-94	0.769442222703765	0.796	0.386	1.64189560438885e-89
IL13RA1	3.43897324214793e-91	0.740872584938609	0.535	0.152	9.5943914482685e-87
FCER1G	7.14932831921935e-89	0.760982632100526	0.704	0.28	1.99459110777901e-84
HLA-DRB5	1.54862776460516e-84	0.634324628065086	0.854	0.544	4.32051660047192e-80
CST3	2.4171716966646e-82	0.593174938560127	0.885	0.635	6.74366731652456e-78
HLA-DRB6	2.4349802929669e-75	0.715960706137802	0.615	0.256	6.79335151934835e-71
CTSH	2.3009490520762e-74	0.678734103899121	0.549	0.175	6.4194177603874e-70
ITGAX	1.40455128373773e-72	0.668680951866059	0.505	0.156	3.9185576264999e-68
HLA-DMB	2.36261652452095e-56	0.623467578153271	0.479	0.178	6.59146384176099e-52
HLA-DMA	5.74486015469149e-55	0.594865495004203	0.624	0.316	1.60275853455738e-50
COTL1	5.05772287447987e-51	0.594494131406677	0.585	0.283	1.41105410475114e-46
CLEC4A	1.73659141378944e-49	0.518373704095822	0.376	0.114	4.84491638533116e-45
IGSF6	1.00129198089747e-48	0.565638247988369	0.481	0.189	2.79350449750585e-44
P2RY13	1.50701218110217e-47	0.513188474255455	0.34	0.101	4.20441328405695e-43
FCGR2B	2.25835123826428e-47	0.446062090349686	0.254	0.058	6.30057411963351e-43
HLA-DOA	3.53385535589104e-47	0.476036051897134	0.312	0.086	9.85910305740042e-43
AHR	5.98557483560043e-47	0.58273985791723	0.587	0.298	1.66991552338416e-42
FTH1	6.19941970946206e-44	0.313671999522398	0.93	0.805	1.72957610474282e-39
NCF2	9.43313507556173e-43	0.500203192303516	0.397	0.141	2.63175035473097e-38
IFI30	4.67013258062951e-41	0.540975376695836	0.498	0.21	1.30292028866983e-36
FCGRT	4.27545234669172e-40	0.417383361992661	0.293	0.084	1.19280845020352e-35
ARHGAP5	1.00920578281992e-39	0.528383631300008	0.394	0.154	2.81558321348928e-35
PAK1	1.05680672342764e-39	0.522758258608929	0.491	0.227	2.94838507769078e-35
FGD2	5.79098389572555e-39	0.427092628159245	0.286	0.084	1.61562659706847e-34
OGFRL1	1.26192964319821e-37	0.485611365999239	0.333	0.118	3.52065751155869e-33
MS4A7	3.06962785835545e-36	0.467527078976146	0.42	0.169	8.56395476202588e-32
TXNIP	2.15785175986709e-35	0.314134757417919	0.908	0.771	6.0201906248532e-31
LMNA	2.20697269291374e-33	0.511521135037207	0.427	0.193	6.15723311596005e-29
FOS	6.48469169175413e-32	0.428041113227712	0.716	0.482	1.80916413508248e-27
GABARAP	1.20460824900808e-31	0.417456016442157	0.667	0.461	3.36073655390765e-27
FTH1P3	2.89084773559866e-31	0.416564181847577	0.692	0.458	8.0651760975467e-27
KCTD12	9.07170776322881e-30	0.412395063473179	0.338	0.132	2.53091574886321e-25
CFP	8.45056094734561e-27	0.429675047458332	0.392	0.188	2.35762199869995e-22
ANXA5	3.39340199392211e-26	0.423133184225281	0.432	0.216	9.46725222284329e-22
MARCH1	1.21117515089613e-25	0.37385483242362	0.296	0.115	3.37905755348512e-21
AHNAK	4.65882400333883e-25	0.382508652634985	0.695	0.484	1.2997653086915e-20
DBI	8.62527641508503e-25	0.357869344160763	0.695	0.551	2.40636586704457e-20
MYL12A	1.13500752641314e-24	0.290632312318081	0.808	0.677	3.16655749794002e-20
ITGB7	3.09587928883991e-24	0.36617212359296	0.308	0.129	8.63719362793447e-20
LST1	4.15389990717546e-24	0.350789522169729	0.707	0.536	1.15889653510288e-19
JAK2	5.52952700240413e-24	0.376234843900826	0.272	0.109	1.54268273840073e-19
CTSS	7.32096325519044e-24	0.351734015466257	0.721	0.519	2.04247553856558e-19
CALM2	2.20673076400747e-23	0.256416427623278	0.845	0.75	6.15655815850444e-19
PIP4K2A	2.9722735297094e-21	0.379621348959649	0.303	0.139	8.29234592053626e-17
