Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FGL2	1.01590638726914e-26	-0.598389500052269	0.089	0.33	2.83427722984216e-22
NAPSB	5.59565479690053e-23	-0.504250644964135	0.082	0.297	1.56113173178728e-18
MS4A6A	2.61937180445898e-21	-0.51739330839566	0.064	0.263	7.3077853972601e-17
ANXA5	1.09178643400849e-20	-0.433429970091658	0.064	0.263	3.0459749722403e-16
PCLAF	1.55729895480025e-19	-0.477059624485103	0.066	0.25	4.34470835399723e-15
MNDA	2.41739994014564e-19	-0.511086899365573	0.139	0.331	6.74430409301232e-15
CPVL	2.51939723678742e-19	-0.463387488533041	0.142	0.342	7.02886635091321e-15
LYZ	1.69964400027389e-18	-0.633782382717313	0.4	0.541	4.74183679636413e-14
HMGN2	1.01081429775113e-16	-0.33131062278277	0.452	0.583	2.82007080929587e-12
HMGB2	1.72351813012879e-13	-0.367522268445849	0.354	0.475	4.80844323124631e-09
COTL1	7.47391695404172e-13	-0.333049356073783	0.176	0.335	2.0851480910081e-08
SAMHD1	1.2181949622135e-11	-0.280947627100789	0.486	0.567	3.39864212507944e-07
HIST1H1D	2.60887326842223e-10	-0.321524471983702	0.187	0.324	7.27849553157119e-06
FCER1G	7.64061935614542e-09	-0.283145776141986	0.224	0.341	0.000213165639417101
STMN1	1.66894215168454e-08	-0.297047666959814	0.272	0.373	0.00046561817089847
PAK1	2.25100449638259e-08	-0.252116805908279	0.153	0.27	0.000628007744445779
H2AFZ	8.04094842813052e-08	-0.258908690304673	0.311	0.401	0.00224334420196413
TMPO	1.29261236107938e-07	-0.252242900993481	0.217	0.317	0.00360625922617535
IFI30	4.98321845821279e-07	-0.288970200447437	0.16	0.252	0.0139026811765679
