Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CD79A	2.04396884057939e-201	1.0354478371508	0.485	0.008	5.70246866833243e-197
MS4A1	4.04284439205396e-165	1.66868222854365	0.909	0.057	1.12791315693913e-160
IGLL5	7.77998807538883e-144	0.965741688270305	0.318	0.005	2.17053887315273e-139
CD24	3.00114667494805e-139	0.873269174897459	0.364	0.007	8.37289910843757e-135
BANK1	6.03771704793506e-101	1.21028994479879	0.576	0.037	1.6844626792034e-96
LINC00926	1.98863193060684e-97	0.814141144134714	0.364	0.013	5.54808422320002e-93
BIRC3	4.68139495460952e-95	1.25719222990853	0.606	0.044	1.30606237838651e-90
CD79B	1.16389581210928e-88	1.22902445350775	0.652	0.057	3.24715292620369e-84
P2RX5	4.66691207060218e-69	0.651155753275375	0.288	0.012	1.3020217985773e-64
TLR10	3.09666643066315e-68	0.743515143759166	0.333	0.017	8.63938967490713e-64
IKZF3	1.55256232202018e-66	0.976089390158288	0.5	0.042	4.33149362220409e-62
RALGPS2	9.55853371165583e-60	1.1718740360612	0.621	0.08	2.66673532021486e-55
ZFP36L1	1.69701603388422e-54	0.780665159188226	0.364	0.026	4.7345050329336e-50
LTB	4.53624009519809e-52	1.18862218573997	0.697	0.111	1.26556562415932e-47
ETS1	7.29660175457369e-41	0.90882491091226	0.53	0.076	2.03567892350852e-36
LBH	7.80490468842954e-41	0.760602452254132	0.379	0.039	2.17749035902496e-36
SH3BP5	1.93314713866012e-34	0.603504510731058	0.273	0.024	5.39328720214787e-30
ISG20	1.81012666135263e-32	0.701538378623925	0.348	0.042	5.05007237250771e-28
PARP15	4.09386313980679e-28	0.610093617167102	0.288	0.033	1.1421468773747e-23
FCMR	1.38011326026506e-27	0.643531158460104	0.303	0.037	3.85037798481348e-23
TYROBP	2.83404883787041e-24	-1.23923018475117	0.121	0.805	7.90671285277466e-20
EZR	1.26718505911103e-23	0.944598256171686	0.652	0.22	3.53531959641385e-19
ANXA1	1.68537993427131e-19	-1.17079533087158	0.091	0.697	4.70204147862353e-15
CCDC50	7.61554197349369e-19	0.742068381142231	0.455	0.119	2.12466005518501e-14
AIF1	8.29161550818293e-18	-1.06612714419759	0.106	0.697	2.31327781062795e-13
SRGN	1.25536730685801e-17	-0.870007366402385	0.409	0.872	3.50234924940315e-13
CD37	1.64937402584029e-17	0.789456881256671	0.591	0.222	4.60158859469181e-13
GPX1	4.51937462671019e-17	-0.807628649391707	0.379	0.852	1.26086032710588e-12
CST3	1.26191013871605e-16	-1.04382885445255	0.106	0.673	3.52060309600391e-12
VIM	1.62156305648463e-15	-0.701092210652829	0.5	0.895	4.52399877128646e-11
TTN	2.31410161214973e-15	0.700196680723149	0.333	0.078	6.45611208773653e-11
CD36	6.30462986915199e-15	-1.10531072318842	0.076	0.591	1.75892868719471e-10
LST1	3.12781776663413e-14	-0.961068095244414	0.061	0.564	8.72629878713257e-10
LGALS1	5.82802195977962e-14	-0.924013800989443	0.182	0.692	1.62595984655892e-09
CFD	7.22850823260137e-14	-1.00812685575269	0.136	0.623	2.01668151181346e-09
GAPDH	1.20661868067114e-13	-0.64994686413405	0.47	0.84	3.36634545720442e-09
ENO1	3.47639151119875e-13	-0.77171016459953	0.288	0.742	9.69878467709339e-09
FLT3	1.70507619934351e-12	-0.902197491288493	0.03	0.509	4.75699208854847e-08
POU2F2	2.74884757896123e-12	0.576544881161854	0.348	0.1	7.66900986054392e-08
LRRC75A-AS1	3.53556327431569e-12	-0.704240123199147	0.379	0.774	9.86386797901333e-08
S100A4	9.19406274175123e-12	-0.719887744479355	0.333	0.761	2.56505156432118e-07
SPINK2	9.99963640030466e-12	-0.931740772041498	0.091	0.53	2.789798559321e-07
H2AFY	2.0609884546624e-11	-0.776516917999347	0.167	0.63	5.74995168966263e-07
APLP2	4.06204399769351e-11	-0.803307206210869	0.136	0.562	1.13326965491651e-06
VAMP8	5.50131761410371e-11	-0.751936348176416	0.227	0.669	1.53481260115879e-06
PTPRCAP	9.05181658206343e-11	0.610302131643309	0.606	0.313	2.52536630822988e-06
KIAA1551	9.63412712100549e-11	0.597706015143454	0.394	0.136	2.68782512548932e-06
TPM4	1.99172985487174e-10	-0.778663349214404	0.106	0.524	5.55672712210667e-06
SAMHD1	2.01586907473094e-10	-0.815591391442857	0.136	0.565	5.62407313159184e-06
